,标普500
,SPX.GI
日期,收盘价
Date,close
2017-11-02,2579.8500
2017-11-03,2587.8400
2017-11-06,2591.1300
2017-11-07,2590.6400
2017-11-08,2594.3800
2017-11-09,2584.6200
2017-11-10,2582.3000
2017-11-13,2584.8400
2017-11-14,2578.8700
2017-11-15,2564.6200
2017-11-16,2585.6400
2017-11-17,2578.8500
2017-11-20,2582.1400
2017-11-21,2599.0300
2017-11-22,2597.0800
2017-11-23,2597.0800
2017-11-24,2602.4200
2017-11-27,2601.4200
2017-11-28,2627.0400
2017-11-29,2626.0700
2017-11-30,2647.5800
2017-12-01,2642.2200
2017-12-04,2639.4400
2017-12-05,2629.5700
2017-12-06,2629.2700
2017-12-07,2636.9800
2017-12-08,2651.5000
2017-12-11,2659.9900
2017-12-12,2664.1100
2017-12-13,2662.8500
2017-12-14,2652.0100
2017-12-15,2675.8100
2017-12-18,2690.1600
2017-12-19,2681.4700
2017-12-20,2679.2500
2017-12-21,2684.5700
2017-12-22,2683.3400
2017-12-25,2683.3400
2017-12-26,2680.5000
2017-12-27,2682.6200
2017-12-28,2687.5400
2017-12-29,2673.6100
2018-01-02,2695.8100
2018-01-03,2713.0600
2018-01-04,2723.9900
2018-01-05,2743.1500
2018-01-08,2747.7100
2018-01-09,2751.2900
2018-01-10,2748.2300
2018-01-11,2767.5600
2018-01-12,2786.2400
2018-01-15,2786.2400
2018-01-16,2776.4200
2018-01-17,2802.5600
2018-01-18,2798.0300
2018-01-19,2810.3000
2018-01-22,2832.9700
2018-01-23,2839.1300
2018-01-24,2837.5400
2018-01-25,2839.2500
2018-01-26,2872.8700
2018-01-29,2853.5300
2018-01-30,2822.4300
2018-01-31,2823.8100
2018-02-01,2821.9800
2018-02-02,2762.1300
2018-02-05,2648.9400
2018-02-06,2695.1400
2018-02-07,2681.6600
2018-02-08,2581.0000
2018-02-09,2619.5500
2018-02-12,2656.0000
2018-02-13,2662.9400
2018-02-14,2698.6300
2018-02-22,2703.9600
2018-02-23,2747.3000
2018-02-26,2779.6000
2018-02-27,2744.2800
2018-02-28,2713.8300
2018-03-01,2677.6700
2018-03-02,2691.2500
2018-03-05,2720.9400
2018-03-06,2728.1200
2018-03-07,2726.8000
2018-03-08,2738.9700
2018-03-09,2786.5700
2018-03-12,2783.0200
2018-03-13,2765.3100
2018-03-14,2749.4800
2018-03-15,2747.3300
2018-03-16,2752.0100
2018-03-19,2712.9200
2018-03-20,2716.9400
2018-03-21,2711.9300
2018-03-22,2643.6900
2018-03-23,2588.2600
2018-03-26,2658.5500
2018-03-27,2612.6200
2018-03-28,2605.0000
2018-03-29,2640.8700
2018-03-30,2640.8700
2018-04-02,2581.8800
2018-04-03,2614.4500
2018-04-04,2644.6900
2018-04-09,2613.1600
2018-04-10,2656.8700
2018-04-11,2642.1900
2018-04-12,2663.9900
2018-04-13,2656.3000
2018-04-16,2677.8400
2018-04-17,2706.3900
2018-04-18,2708.6400
2018-04-19,2693.1300
2018-04-20,2670.1400
2018-04-23,2670.2900
2018-04-24,2634.5600
2018-04-25,2639.4000
2018-04-26,2666.9400
2018-04-27,2669.9100
2018-05-02,2635.6700
2018-05-03,2629.7300
2018-05-04,2663.4200
2018-05-07,2672.6300
2018-05-08,2671.9200
2018-05-09,2697.7900
2018-05-10,2723.0700
2018-05-11,2727.7200
2018-05-14,2730.1300
2018-05-15,2711.4500
2018-05-16,2722.4600
2018-05-17,2720.1300
2018-05-18,2712.9700
2018-05-21,2733.0100
2018-05-22,2724.4400
2018-05-23,2733.2900
2018-05-24,2727.7600
2018-05-25,2721.3300
2018-05-28,2721.3300
2018-05-29,2689.8600
2018-05-30,2724.0100
2018-05-31,2705.2700
2018-06-01,2734.6200
2018-06-04,2746.8700
2018-06-05,2748.8000
2018-06-06,2772.3500
2018-06-07,2770.3700
2018-06-08,2779.0300
2018-06-11,2782.0000
2018-06-12,2786.8500
2018-06-13,2775.6300
2018-06-14,2782.4900
2018-06-15,2779.6600
2018-06-19,2762.5900
2018-06-20,2767.3200
2018-06-21,2749.7600
2018-06-22,2754.8800
2018-06-25,2717.0700
2018-06-26,2723.0600
2018-06-27,2699.6300
2018-06-28,2716.3100
2018-06-29,2718.3700
2018-07-02,2726.7100
2018-07-03,2713.2200
2018-07-04,2713.2200
2018-07-05,2736.6100
2018-07-06,2759.8200
2018-07-09,2784.1700
2018-07-10,2793.8400
2018-07-11,2774.0200
2018-07-12,2798.2900
2018-07-13,2801.3100
2018-07-16,2798.4300
2018-07-17,2809.5500
2018-07-18,2815.6200
2018-07-19,2804.4900
2018-07-20,2801.8300
2018-07-23,2806.9800
2018-07-24,2820.4000
2018-07-25,2846.0700
2018-07-26,2837.4400
2018-07-27,2818.8200
2018-07-30,2802.6000
2018-07-31,2816.2900
2018-08-01,2813.3600
2018-08-02,2827.2200
2018-08-03,2840.3500
2018-08-06,2850.4000
2018-08-07,2858.4500
2018-08-08,2857.7000
2018-08-09,2853.5800
2018-08-10,2833.2800
2018-08-13,2821.9300
2018-08-14,2839.9600
2018-08-15,2818.3700
2018-08-16,2840.6900
2018-08-17,2850.1300
2018-08-20,2857.0500
2018-08-21,2862.9600
2018-08-22,2861.8200
2018-08-23,2856.9800
2018-08-24,2874.6900
2018-08-27,2896.7400
2018-08-28,2897.5200
2018-08-29,2914.0400
2018-08-30,2901.1300
2018-08-31,2901.5200
2018-09-03,2901.5200
2018-09-04,2896.7200
2018-09-05,2888.6000
2018-09-06,2878.0500
2018-09-07,2871.6800
2018-09-10,2877.1300
2018-09-11,2887.8900
2018-09-12,2888.9200
2018-09-13,2904.1800
2018-09-14,2904.9800
2018-09-17,2888.8000
2018-09-18,2904.3100
2018-09-19,2907.9500
2018-09-20,2930.7500
2018-09-21,2929.6700
2018-09-25,2915.5600
2018-09-26,2905.9700
2018-09-27,2914.0000
2018-09-28,2913.9800
2018-10-08,2884.4300
2018-10-09,2880.3400
2018-10-10,2785.6800
2018-10-11,2728.3700
2018-10-12,2767.1300
2018-10-15,2750.7900
2018-10-16,2809.9200
2018-10-17,2809.2100
2018-10-18,2768.7800
2018-10-19,2767.7800
2018-10-22,2755.8800
2018-10-23,2740.6900
2018-10-24,2656.1000
2018-10-25,2705.5700
2018-10-26,2658.6900
2018-10-29,2641.2500
2018-10-30,2682.6300
2018-10-31,2711.7400
2018-11-01,2740.3700
2018-11-02,2723.0600
2018-11-05,2738.3100
2018-11-06,2755.4500
2018-11-07,2813.8900
2018-11-08,2806.8300
2018-11-09,2781.0100
2018-11-12,2726.2200
2018-11-13,2722.1800
2018-11-14,2701.5800
2018-11-15,2730.2000
2018-11-16,2736.2700
2018-11-19,2690.7300
2018-11-20,2641.8900
2018-11-21,2649.9300
2018-11-22,2649.9300
2018-11-23,2632.5600
2018-11-26,2673.4500
2018-11-27,2682.1700
2018-11-28,2743.7900
2018-11-29,2737.7600
2018-11-30,2760.1700
2018-12-03,2790.3700
2018-12-04,2700.0600
2018-12-05,2700.0600
2018-12-06,2695.9500
2018-12-07,2633.0800
2018-12-10,2637.7200
2018-12-11,2636.7800
2018-12-12,2651.0700
2018-12-13,2650.5400
2018-12-14,2599.9500
2018-12-17,2545.9400
2018-12-18,2546.1600
2018-12-19,2506.9600
2018-12-20,2467.4200
2018-12-21,2416.6200
2018-12-24,2351.1000
2018-12-25,2351.1000
2018-12-26,2467.7000
2018-12-27,2488.8300
2018-12-28,2485.7400
2019-01-02,2510.0300
2019-01-03,2447.8900
2019-01-04,2531.9400
2019-01-07,2549.6900
2019-01-08,2574.4100
2019-01-09,2584.9600
2019-01-10,2596.6400
2019-01-11,2596.2600
2019-01-14,2582.6100
2019-01-15,2610.3000
2019-01-16,2616.1000
2019-01-17,2635.9600
2019-01-18,2670.7100
2019-01-21,2670.7100
2019-01-22,2632.9000
2019-01-23,2638.7000
2019-01-24,2642.3300
2019-01-25,2664.7600
2019-01-28,2643.8500
2019-01-29,2640.0000
2019-01-30,2681.0500
2019-01-31,2704.1000
2019-02-01,2706.5300
2019-02-11,2709.8000
2019-02-12,2744.7300
2019-02-13,2753.0300
2019-02-14,2745.7300
2019-02-15,2775.6000
2019-02-18,2775.6000
2019-02-19,2779.7600
2019-02-20,2784.7000
2019-02-21,2774.8800
2019-02-22,2792.6700
2019-02-25,2796.1100
2019-02-26,2793.9000
2019-02-27,2792.3800
2019-02-28,2784.4900
2019-03-01,2803.6900
2019-03-04,2792.8100
2019-03-05,2789.6500
2019-03-06,2771.4500
2019-03-07,2748.9300
2019-03-08,2743.0700
2019-03-11,2783.3000
2019-03-12,2791.5200
2019-03-13,2810.9200
2019-03-14,2808.4800
2019-03-15,2822.4800
2019-03-18,2832.9400
2019-03-19,2832.5700
2019-03-20,2824.2300
2019-03-21,2854.8800
2019-03-22,2800.7100
2019-03-25,2798.3600
2019-03-26,2818.4600
2019-03-27,2805.3700
2019-03-28,2815.4400
2019-03-29,2834.4000
2019-04-01,2867.1900
2019-04-02,2867.2400
2019-04-03,2873.4000
2019-04-04,2879.3900
2019-04-08,2895.7700
2019-04-09,2878.2000
2019-04-10,2888.2100
2019-04-11,2888.3200
2019-04-12,2907.4100
2019-04-15,2905.5800
2019-04-16,2907.0600
2019-04-17,2900.4500
2019-04-18,2905.0300
2019-04-19,2905.0300
2019-04-22,2907.9700
2019-04-23,2933.6800
2019-04-24,2927.2500
2019-04-25,2926.1700
2019-04-26,2939.8800
2019-04-29,2943.0300
2019-04-30,2945.8300
2019-05-06,2932.4700
2019-05-07,2884.0500
2019-05-08,2879.4200
2019-05-09,2870.7200
2019-05-10,2881.4000
2019-05-13,2811.8700
2019-05-14,2834.4100
2019-05-15,2850.9600
2019-05-16,2876.3200
2019-05-17,2859.5300
2019-05-20,2840.2300
2019-05-21,2864.3600
2019-05-22,2856.2700
2019-05-23,2822.2400
2019-05-24,2826.0600
2019-05-27,2826.0600
2019-05-28,2802.3900
2019-05-29,2783.0200
2019-05-30,2788.8600
2019-05-31,2752.0600
2019-06-03,2744.4500
2019-06-04,2803.2700
2019-06-05,2826.1500
2019-06-06,2843.4900
2019-06-10,2886.7300
2019-06-11,2885.7200
2019-06-12,2879.8400
2019-06-13,2891.6400
2019-06-14,2886.9800
2019-06-17,2889.6700
2019-06-18,2917.7500
2019-06-19,2926.4600
2019-06-20,2954.1800
2019-06-21,2950.4600
2019-06-24,2945.3500
2019-06-25,2917.3800
2019-06-26,2913.7800
2019-06-27,2924.9200
2019-06-28,2941.7600
2019-07-01,2964.3300
2019-07-02,2973.0100
2019-07-03,2995.8200
2019-07-04,2995.8200
2019-07-05,2990.4100
2019-07-08,2975.9500
2019-07-09,2979.6300
2019-07-10,2993.0700
2019-07-11,2999.9100
2019-07-12,3013.7700
2019-07-15,3014.3000
2019-07-16,3004.0400
2019-07-17,2984.4200
2019-07-18,2995.1100
2019-07-19,2976.6100
2019-07-22,2985.0300
2019-07-23,3005.4700
2019-07-24,3019.5600
2019-07-25,3003.6700
2019-07-26,3025.8600
2019-07-29,3020.9700
2019-07-30,3013.1800
2019-07-31,2980.3800
2019-08-01,2953.5600
2019-08-02,2932.0500
2019-08-05,2844.7400
2019-08-06,2881.7700
2019-08-07,2883.9800
2019-08-08,2938.0900
2019-08-09,2918.6500
2019-08-12,2883.7500
2019-08-13,2926.3200
2019-08-14,2840.6000
2019-08-15,2847.6000
2019-08-16,2888.6800
2019-08-19,2923.6500
2019-08-20,2900.5100
2019-08-21,2924.4300
2019-08-22,2922.9500
2019-08-23,2847.1100
2019-08-26,2878.3800
2019-08-27,2869.1600
2019-08-28,2887.9400
2019-08-29,2924.5800
2019-08-30,2926.4600
2019-09-02,2926.4600
2019-09-03,2906.2700
2019-09-04,2937.7800
2019-09-05,2976.0000
2019-09-06,2978.7100
2019-09-09,2978.4300
2019-09-10,2979.3900
2019-09-11,3000.9300
2019-09-12,3009.5700
2019-09-16,2997.9600
2019-09-17,3005.7000
2019-09-18,3006.7300
2019-09-19,3006.7900
2019-09-20,2992.0700
2019-09-23,2991.7800
2019-09-24,2966.6000
2019-09-25,2984.8700
2019-09-26,2977.6200
2019-09-27,2961.7900
2019-09-30,2976.7400
2019-10-08,2893.0600
2019-10-09,2919.4000
2019-10-10,2938.1300
2019-10-11,2970.2700
2019-10-14,2966.1500
2019-10-15,2995.6800
2019-10-16,2989.6900
2019-10-17,2997.9500
2019-10-18,2986.2000
2019-10-21,3006.7200
2019-10-22,2995.9900
2019-10-23,3004.5200
2019-10-24,3010.2900
2019-10-25,3022.5500
2019-10-28,3039.4200
2019-10-29,3036.8900
2019-10-30,3046.7700
2019-10-31,3037.5600
2019-11-01,3066.9100
2019-11-04,3078.2700
2019-11-05,3074.6200
2019-11-06,3076.7800
2019-11-07,3085.1800
2019-11-08,3093.0800
2019-11-11,3087.0100
2019-11-12,3091.8400
2019-11-13,3094.0400
2019-11-14,3096.6300
2019-11-15,3120.4600
2019-11-18,3122.0300
2019-11-19,3120.1800
2019-11-20,3108.4600
2019-11-21,3103.5400
2019-11-22,3110.2900
2019-11-25,3133.6400
2019-11-26,3140.5200
2019-11-27,3153.6300
2019-11-28,3153.6300
2019-11-29,3140.9800
2019-12-02,3113.8700
2019-12-03,3093.2000
2019-12-04,3112.7600
2019-12-05,3117.4300
2019-12-06,3145.9100
2019-12-09,3135.9600
2019-12-10,3132.5200
2019-12-11,3141.6300
2019-12-12,3168.5700
2019-12-13,3168.8000
2019-12-16,3191.4500
2019-12-17,3192.5200
2019-12-18,3191.1400
2019-12-19,3205.3700
2019-12-20,3221.2200
2019-12-23,3224.0100
2019-12-24,3223.3800
2019-12-25,3223.3800
2019-12-26,3239.9100
2019-12-27,3240.0200
2019-12-30,3221.2900
2019-12-31,3230.7800
2020-01-02,3257.8500
2020-01-03,3234.8500
2020-01-06,3246.2800
2020-01-07,3237.1800
2020-01-08,3253.0500
2020-01-09,3274.7000
2020-01-10,3265.3500
2020-01-13,3288.1300
2020-01-14,3283.1500
2020-01-15,3289.2900
2020-01-16,3316.8100
2020-01-17,3329.6200
2020-01-20,3329.6200
2020-01-21,3320.7900
2020-01-22,3321.7500
2020-01-23,3325.5400
2020-02-03,3248.9200
2020-02-04,3297.5900
2020-02-05,3334.6900
2020-02-06,3345.7800
2020-02-07,3327.7100
2020-02-10,3352.0900
2020-02-11,3357.7500
2020-02-12,3379.4500
2020-02-13,3373.9400
2020-02-14,3380.1600
2020-02-17,3380.1600
2020-02-18,3370.2900
2020-02-19,3386.1500
2020-02-20,3373.2300
2020-02-21,3337.7500
2020-02-24,3225.8900
2020-02-25,3128.2100
2020-02-26,3116.3900
2020-02-27,2978.7600
2020-02-28,2954.2200
2020-03-02,3090.2300
2020-03-03,3003.3700
2020-03-04,3130.1200
2020-03-05,3023.9400
2020-03-06,2972.3700
2020-03-09,2746.5600
2020-03-10,2882.2300
2020-03-11,2741.3800
2020-03-12,2480.6400
2020-03-13,2711.0200
2020-03-16,2386.1300
2020-03-17,2529.1900
2020-03-18,2398.1000
2020-03-19,2409.3900
2020-03-20,2304.9200
2020-03-23,2237.4000
2020-03-24,2447.3300
2020-03-25,2475.5600
2020-03-26,2630.0700
2020-03-27,2541.4700
2020-03-30,2626.6500
2020-03-31,2584.5900
2020-04-01,2470.5000
2020-04-02,2526.9000
2020-04-03,2488.6500
