Wind,,,,
时间区间,2004-06-01:2020-03-06,1947-01-28:2020-03-05,1975-01-02:2020-03-06,1988-06-23:2020-03-06
频率,日,日,日,日
指标名称,南华综合指数,CRB现货指数:综合,期货收盘价(连续):COMEX黄金,期货结算价(连续):布伦特原油
2016-03-08,942.69,388.71,"1,263.20",39.65
2016-03-09,930.78,389.63,"1,251.90",41.07
2016-03-10,928.85,394.96,"1,271.30",40.05
2016-03-11,932.07,394.84,"1,249.40",40.39
2016-03-14,928.69,395.97,"1,234.50",39.53
2016-03-15,920.88,395.76,"1,229.50",38.74
2016-03-16,928.42,395.03,"1,262.60",40.33
2016-03-17,943.82,399.91,"1,257.60",41.54
2016-03-18,956.04,399.99,"1,257.10",41.20
2016-03-21,955.66,403.58,"1,244.30",41.54
2016-03-22,956.86,403.80,"1,246.70",41.79
2016-03-23,953.97,403.44,"1,218.60",40.47
2016-03-24,939.12,402.23,"1,221.30",40.44
2016-03-25,949.93,0.00,0.00,0.00
2016-03-28,941.22,402.06,"1,220.40",40.27
2016-03-29,940.78,402.08,"1,217.70",39.14
2016-03-30,938.01,401.15,"1,225.00",39.26
2016-03-31,939.03,401.27,"1,233.40",39.60
2016-04-01,950.23,400.82,"1,222.50",38.67
2016-04-04,0.00,401.46,"1,215.90",37.69
2016-04-05,949.64,401.10,"1,230.60",37.87
2016-04-06,943.20,401.67,"1,223.60",39.84
2016-04-07,944.20,400.89,"1,241.00",39.43
2016-04-08,941.01,405.81,"1,239.50",41.94
2016-04-11,959.82,405.33,"1,256.40",42.83
2016-04-12,977.43,404.98,"1,255.90",44.69
2016-04-13,991.36,410.89,"1,243.90",44.18
2016-04-14,992.86,411.02,"1,227.40",43.84
2016-04-15,981.57,411.33,"1,234.20",43.10
2016-04-18,"1,001.50",412.58,"1,232.20",42.91
2016-04-19,"1,016.96",414.64,"1,250.70",44.03
2016-04-20,"1,042.37",417.16,"1,244.70",45.80
2016-04-21,"1,073.21",416.13,"1,249.40",44.53
2016-04-22,"1,053.88",414.84,"1,232.00",45.11
2016-04-25,"1,066.34",416.07,"1,238.60",44.48
2016-04-26,"1,057.16",416.11,"1,244.20",45.74
2016-04-27,"1,047.10",415.89,"1,249.50",47.18
2016-04-28,"1,038.48",415.71,"1,270.10",48.14
2016-04-29,"1,054.23",417.65,"1,293.70",48.13
2016-05-02,0.00,415.89,"1,291.40",45.83
2016-05-03,"1,046.39",413.84,"1,287.30",44.97
2016-05-04,"1,032.98",414.09,"1,279.90",44.62
2016-05-05,"1,017.08",412.86,"1,278.10",45.01
2016-05-06,"1,006.65",412.93,"1,289.50",45.37
2016-05-09,982.43,413.75,"1,264.20",43.63
2016-05-10,983.53,414.74,"1,267.40",45.52
2016-05-11,989.05,414.39,"1,272.40",47.60
2016-05-12,985.37,414.53,"1,264.70",48.08
2016-05-13,962.99,415.15,"1,273.40",47.83
2016-05-16,967.58,416.13,"1,275.10",48.97
2016-05-17,986.19,416.73,"1,276.70",49.28
2016-05-18,971.35,416.02,"1,257.30",48.93
2016-05-19,965.71,413.20,"1,255.00",48.81
2016-05-20,972.79,411.94,"1,254.20",48.72
2016-05-23,943.57,411.52,"1,249.40",48.35
2016-05-24,934.07,410.12,"1,228.60",48.61
2016-05-25,931.17,409.92,"1,218.70",49.74
2016-05-26,951.68,410.65,"1,230.60",49.59
2016-05-27,954.18,411.44,"1,212.40",49.32
2016-05-30,957.41,0.00,0.00,49.76
2016-05-31,954.70,412.30,"1,214.80",49.69
2016-06-01,953.74,412.82,"1,211.50",49.72
2016-06-02,955.11,413.84,"1,210.20",50.04
2016-06-03,963.68,416.54,"1,244.50",49.64
2016-06-06,977.57,419.15,"1,244.90",50.55
2016-06-07,987.37,418.78,"1,244.70",51.44
2016-06-08,984.17,420.92,"1,261.30",52.51
2016-06-09,0.00,418.99,"1,270.50",51.95
2016-06-10,0.00,418.88,"1,275.90",50.54
2016-06-13,997.08,420.83,"1,284.90",50.35
2016-06-14,991.54,420.11,"1,286.30",49.83
2016-06-15,981.00,419.84,"1,290.90",48.97
2016-06-16,987.79,419.24,"1,281.20",47.19
2016-06-17,985.48,419.19,"1,300.10",49.17
2016-06-20,998.93,417.65,"1,291.20",50.65
2016-06-21,"1,002.31",415.63,"1,266.90",50.62
2016-06-22,"1,004.60",414.95,"1,265.70",49.88
2016-06-23,"1,013.58",415.83,"1,256.90",50.91
2016-06-24,"1,009.37",413.69,"1,316.40",48.41
2016-06-27,"1,045.43",412.87,"1,326.90",47.16
2016-06-28,"1,058.22",413.17,"1,314.10",48.58
2016-06-29,"1,056.32",413.03,"1,318.30",50.61
2016-06-30,"1,074.37",412.72,"1,323.50",49.68
2016-07-01,"1,076.36",413.56,"1,344.00",50.35
2016-07-04,"1,110.34",0.00,0.00,50.10
2016-07-05,"1,097.31",413.35,"1,356.70",47.96
2016-07-06,"1,079.11",411.97,"1,363.60",48.80
2016-07-07,"1,069.87",409.13,"1,359.90",46.40
2016-07-08,"1,058.22",411.09,"1,365.80",46.76
2016-07-11,"1,069.37",411.62,"1,353.90",46.25
2016-07-12,"1,093.72",412.24,"1,332.40",48.47
2016-07-13,"1,100.92",415.01,"1,336.70",46.26
2016-07-14,"1,105.99",415.97,"1,331.90",47.37
2016-07-15,"1,102.99",414.93,"1,327.20",47.61
2016-07-18,"1,074.04",414.63,"1,328.40",46.96
2016-07-19,"1,073.83",412.84,"1,331.40",46.66
2016-07-20,"1,072.24",411.49,"1,317.00",47.17
2016-07-21,"1,090.45",411.45,"1,329.50",46.20
2016-07-22,"1,073.49",410.61,"1,322.20",45.69
2016-07-25,"1,077.70",409.87,"1,317.10",44.72
2016-07-26,"1,076.75",409.38,"1,320.30",44.87
2016-07-27,"1,085.16",409.56,"1,326.30",43.47
2016-07-28,"1,095.87",407.60,"1,332.60",42.70
2016-07-29,"1,079.34",408.07,"1,350.30",42.46
2016-08-01,"1,104.47",406.44,"1,351.50",42.14
2016-08-02,"1,104.17",407.67,"1,362.60",41.80
2016-08-03,"1,103.02",408.20,"1,355.90",43.10
2016-08-04,"1,094.06",408.40,"1,358.30",44.29
2016-08-05,"1,110.96",409.46,"1,334.50",44.27
2016-08-08,"1,118.12",410.34,"1,333.60",45.39
2016-08-09,"1,114.43",412.56,"1,338.70",44.98
2016-08-10,"1,114.51",410.63,"1,344.90",44.05
2016-08-11,"1,108.23",410.75,"1,335.40",46.04
2016-08-12,"1,113.84",410.91,"1,333.20",46.97
2016-08-15,"1,111.95",410.93,"1,338.60",48.35
2016-08-16,"1,124.42",410.32,"1,345.30",49.23
2016-08-17,"1,118.96",413.69,"1,347.30",49.85
2016-08-18,"1,122.48",413.99,"1,351.20",50.89
2016-08-19,"1,124.31",412.46,"1,339.90",50.88
2016-08-22,"1,113.83",411.58,"1,337.70",49.16
2016-08-23,"1,122.14",411.96,"1,337.70",49.96
2016-08-24,"1,118.52",411.00,"1,324.80",49.05
2016-08-25,"1,105.53",409.67,"1,321.10",49.67
2016-08-26,"1,097.47",406.94,"1,321.20",49.92
2016-08-29,"1,089.24",405.47,"1,323.00",49.26
2016-08-30,"1,085.35",404.47,"1,309.20",48.37
2016-08-31,"1,074.25",402.81,"1,306.90",47.04
2016-09-01,"1,080.75",405.43,"1,312.40",45.45
2016-09-02,"1,086.11",406.08,"1,321.60",46.83
2016-09-05,"1,094.58",0.00,0.00,47.63
2016-09-06,"1,101.58",406.08,"1,347.20",47.26
2016-09-07,"1,091.64",406.45,"1,344.30",47.98
2016-09-08,"1,094.59",406.86,"1,336.70",49.99
2016-09-09,"1,091.54",404.37,"1,328.00",48.01
2016-09-12,"1,070.73",401.39,"1,320.00",48.32
2016-09-13,"1,071.29",400.27,"1,317.00",47.10
2016-09-14,"1,068.60",400.57,"1,322.20",45.85
2016-09-15,0.00,399.77,"1,314.50",46.59
2016-09-16,0.00,400.44,"1,312.60",45.77
2016-09-19,"1,082.00",401.49,0.00,45.95
2016-09-20,"1,092.13",401.89,0.00,45.88
2016-09-21,"1,095.70",402.44,"1,324.00",46.83
2016-09-22,"1,100.50",403.55,"1,338.20",47.65
2016-09-23,"1,105.83",403.20,"1,338.00",45.89
2016-09-26,"1,106.38",400.91,"1,338.10",47.35
2016-09-27,"1,101.83",402.46,"1,327.40",45.97
2016-09-28,"1,102.59",401.75,"1,325.20",48.69
2016-09-29,"1,106.71",402.14,"1,319.50",49.24
2016-09-30,"1,103.13",402.44,"1,316.00",49.06
2016-10-03,0.00,401.86,"1,310.30",50.89
2016-10-04,0.00,401.71,"1,267.00",50.87
2016-10-05,0.00,402.45,"1,267.50",51.86
2016-10-06,0.00,401.83,"1,253.90",52.51
2016-10-07,0.00,401.76,"1,253.10",51.93
2016-10-10,"1,112.35",402.48,"1,257.00",53.14
2016-10-11,"1,127.03",401.19,"1,253.80",52.41
2016-10-12,"1,127.94",400.44,"1,253.50",51.81
2016-10-13,"1,121.48",399.50,"1,257.40",52.03
2016-10-14,"1,131.70",399.45,"1,251.60",51.95
2016-10-17,"1,141.73",400.15,"1,255.00",51.52
2016-10-18,"1,149.09",400.04,"1,261.70",51.68
2016-10-19,"1,144.15",399.74,"1,269.20",52.67
2016-10-20,"1,151.94",398.82,"1,266.00",51.38
2016-10-21,"1,150.11",398.70,0.00,51.78
2016-10-24,"1,163.66",399.63,"1,262.30",51.46
2016-10-25,"1,184.21",401.22,"1,274.10",50.79
2016-10-26,"1,185.64",402.60,"1,272.00",49.98
2016-10-27,"1,184.30",402.92,"1,269.40",50.47
2016-10-28,"1,203.37",403.39,"1,276.00",49.71
2016-10-31,"1,214.09",403.58,"1,273.00",48.30
2016-11-01,"1,212.34",403.57,"1,287.80",48.14
2016-11-02,"1,199.58",404.75,"1,296.30",46.86
2016-11-03,"1,212.63",404.57,"1,303.10",46.35
2016-11-04,"1,211.46",404.73,"1,296.70",45.58
2016-11-07,"1,244.07",405.03,"1,280.20",46.15
2016-11-08,"1,251.07",407.73,"1,275.00",46.04
2016-11-09,"1,287.10",410.01,"1,275.30",46.36
2016-11-10,"1,314.56",412.41,"1,253.30",45.84
2016-11-11,"1,350.79",412.73,"1,225.20",44.75
2016-11-14,"1,304.38",411.16,"1,219.20",44.43
2016-11-15,"1,278.50",411.59,"1,223.90",46.95
2016-11-16,"1,296.56",411.48,"1,225.00",46.63
2016-11-17,"1,290.97",413.00,"1,211.00",46.49
2016-11-18,"1,276.93",412.41,"1,207.80",46.86
2016-11-21,"1,297.42",414.15,0.00,48.90
2016-11-22,"1,334.55",414.77,"1,209.90",49.12
2016-11-23,"1,335.50",416.96,"1,187.10",48.95
2016-11-24,"1,345.45",0.00,0.00,49.00
2016-11-25,"1,360.06",417.22,"1,178.90",47.24
2016-11-28,"1,390.78",417.61,"1,190.20",48.24
2016-11-29,"1,349.35",418.23,"1,187.10",46.38
2016-11-30,"1,322.69",420.96,"1,172.00",50.47
2016-12-01,"1,349.13",420.83,"1,171.40",53.94
2016-12-02,"1,338.85",421.92,"1,175.70",54.46
2016-12-05,"1,365.54",421.99,"1,169.50",54.94
2016-12-06,"1,367.66",423.27,"1,167.70",53.93
2016-12-07,"1,404.35",423.37,"1,172.60",53.00
2016-12-08,"1,391.56",424.23,"1,170.60",53.89
2016-12-09,"1,388.15",427.07,"1,158.40",54.33
2016-12-12,"1,401.86",424.90,"1,162.20",55.69
2016-12-13,"1,415.35",425.42,"1,158.30",55.72
2016-12-14,"1,398.38",425.84,"1,142.40",53.90
2016-12-15,"1,401.72",426.32,"1,130.90",54.02
2016-12-16,"1,384.04",427.09,"1,133.20",55.21
2016-12-19,"1,360.00",426.31,"1,137.90",54.92
2016-12-20,"1,341.94",424.03,"1,131.30",55.35
2016-12-21,"1,348.07",423.55,"1,130.90",54.46
2016-12-22,"1,314.22",422.88,"1,128.50",55.05
2016-12-23,"1,314.46",423.18,"1,132.80",55.16
2016-12-26,"1,293.15",0.00,0.00,0.00
2016-12-27,"1,311.55",425.76,"1,137.40",56.09
2016-12-28,"1,316.42",424.34,"1,138.10",56.22
2016-12-29,"1,321.85",422.42,"1,156.50",56.14
2016-12-30,"1,304.58",423.08,"1,151.40",56.82
2017-01-03,"1,292.61",423.56,"1,158.70",55.47
2017-01-04,"1,299.11",424.14,"1,162.80",56.46
2017-01-05,"1,300.71",424.20,"1,180.10",56.89
2017-01-06,"1,290.73",425.39,"1,172.00",57.10
2017-01-09,"1,322.41",429.45,"1,183.20",54.94
2017-01-10,"1,343.68",431.72,"1,184.70",53.64
2017-01-11,"1,353.61",433.06,"1,190.00",55.10
2017-01-12,"1,361.66",433.94,"1,195.30",56.01
2017-01-13,"1,367.51",433.87,"1,188.10",55.45
2017-01-16,"1,410.21",0.00,"1,201.50",55.86
2017-01-17,"1,384.39",432.38,"1,214.60",55.47
2017-01-18,"1,387.32",432.55,"1,203.20",53.92
2017-01-19,"1,384.73",431.81,"1,200.20",54.16
2017-01-20,"1,360.74",432.75,"1,210.00",55.49
2017-01-23,"1,368.45",432.85,"1,210.00",55.23
2017-01-24,"1,388.61",433.15,"1,207.70",55.44
2017-01-25,"1,389.24",433.10,"1,195.80",55.08
2017-01-26,"1,406.75",432.39,"1,185.60",56.24
2017-01-27,0.00,432.79,"1,188.30",55.52
2017-01-30,0.00,430.98,"1,194.20",55.23
2017-01-31,0.00,432.47,"1,209.30",55.70
2017-02-01,0.00,435.61,"1,209.00",56.80
2017-02-02,0.00,435.04,"1,214.90",56.56
2017-02-03,"1,368.89",432.95,"1,219.70",56.57
2017-02-06,"1,368.57",432.75,"1,235.20",55.72
2017-02-07,"1,381.60",432.69,"1,233.20",55.05
2017-02-08,"1,393.83",434.34,"1,240.80",55.12
2017-02-09,"1,386.47",433.83,"1,227.70",55.63
2017-02-10,"1,411.07",433.64,"1,233.30",56.70
2017-02-13,"1,448.18",434.57,"1,225.90",55.59
2017-02-14,"1,448.47",435.07,"1,229.00",55.97
2017-02-15,"1,423.31",436.88,"1,230.50",55.75
2017-02-16,"1,409.25",434.90,"1,237.80",55.65
2017-02-17,"1,413.38",432.94,"1,234.80",55.81
2017-02-20,"1,424.26",0.00,0.00,56.18
2017-02-21,"1,424.36",433.41,"1,237.10",56.66
2017-02-22,"1,411.94",433.27,"1,232.00",55.84
2017-02-23,"1,392.66",431.95,"1,249.70",56.58
2017-02-24,"1,396.00",431.92,"1,256.90",55.99
2017-02-27,"1,406.31",431.02,"1,251.70",55.93
2017-02-28,"1,390.41",432.61,"1,247.40",55.59
2017-03-01,"1,407.68",435.59,"1,248.30",56.36
2017-03-02,"1,410.13",433.97,"1,232.00",55.08
2017-03-03,"1,406.26",434.42,"1,234.10",55.90
2017-03-06,"1,397.57",433.73,"1,225.70",56.01
2017-03-07,"1,394.05",432.65,"1,214.90",55.92
2017-03-08,"1,366.22",431.68,"1,207.90",53.11
2017-03-09,"1,354.35",433.16,"1,203.50",52.19
2017-03-10,"1,345.43",431.69,"1,199.70",51.37
2017-03-13,"1,372.10",431.72,"1,203.50",51.35
2017-03-14,"1,364.07",432.81,"1,205.30",50.92
2017-03-15,"1,379.34",432.42,"1,221.20",51.81
2017-03-16,"1,387.79",433.92,"1,225.70",51.74
2017-03-17,"1,383.39",434.19,"1,230.50",51.76
2017-03-20,"1,385.49",434.80,"1,231.30",51.62
2017-03-21,"1,368.19",434.61,"1,242.30",50.96
2017-03-22,"1,346.57",434.46,"1,247.70",50.64
2017-03-23,"1,352.30",433.99,"1,246.30",50.56
2017-03-24,"1,347.51",431.88,"1,248.30",50.80
2017-03-27,"1,319.95",430.89,"1,253.80",50.75
2017-03-28,"1,321.48",432.26,"1,255.90",51.33
2017-03-29,"1,347.31",431.88,"1,252.20",52.42
2017-03-30,"1,335.25",431.60,"1,241.50",52.96
2017-03-31,"1,332.49",430.99,"1,247.40",52.83
2017-04-03,0.00,429.70,"1,252.40",53.12
2017-04-04,0.00,428.91,"1,254.40",54.17
2017-04-05,"1,351.87",429.28,"1,255.10",54.36
2017-04-06,"1,351.46",428.57,"1,251.50",54.89
2017-04-07,"1,322.90",427.37,"1,254.00",55.24
2017-04-10,"1,314.67",424.21,"1,252.90",55.98
2017-04-11,"1,307.49",423.73,"1,272.90",56.23
2017-04-12,"1,286.53",422.82,"1,285.10",55.86
2017-04-13,"1,294.93",422.39,"1,286.30",55.89
2017-04-14,"1,286.61",0.00,0.00,0.00
2017-04-17,"1,287.29",422.48,"1,284.30",55.36
2017-04-18,"1,269.05",421.42,"1,290.60",54.89
2017-04-19,"1,266.92",421.90,"1,281.80",52.93
2017-04-20,"1,278.39",420.85,"1,281.40",52.99
2017-04-21,"1,285.70",421.11,"1,285.10",51.96
2017-04-24,"1,279.35",420.34,"1,275.90",51.60
2017-04-25,"1,275.07",421.21,"1,263.30",52.10
2017-04-26,"1,273.45",422.18,"1,262.50",51.82
2017-04-27,"1,282.40",422.84,"1,264.50",51.44
2017-04-28,"1,294.14",424.54,"1,267.20",51.73
2017-05-01,0.00,427.14,"1,256.10",51.52
2017-05-02,"1,306.89",427.70,"1,255.30",50.46
2017-05-03,"1,297.15",427.92,"1,237.80",50.79
2017-05-04,"1,255.24",427.96,"1,226.40",48.38
2017-05-05,"1,238.18",427.39,"1,228.00",49.10
2017-05-08,"1,243.58",427.28,"1,225.40",49.34
2017-05-09,"1,247.16",422.07,"1,219.70",48.73
2017-05-10,"1,249.09",422.63,"1,217.80",50.22
2017-05-11,"1,255.56",424.56,"1,220.00",50.77
2017-05-12,"1,240.78",426.78,"1,226.70",50.84
2017-05-15,"1,254.85",434.58,"1,229.00",51.82
2017-05-16,"1,259.26",435.29,"1,236.10",51.65
2017-05-17,"1,271.02",434.33,"1,259.20",52.21
2017-05-18,"1,262.40",433.45,"1,248.10",52.51
2017-05-19,"1,282.62",433.12,0.00,53.61
2017-05-22,"1,290.99",433.79,"1,255.30",53.87
2017-05-23,"1,288.06",433.55,"1,250.60",54.15
2017-05-24,"1,271.92",434.29,"1,257.80",53.96
2017-05-25,"1,272.34",434.27,"1,256.20",51.46
2017-05-26,"1,267.18",433.74,0.00,52.15
2017-05-29,0.00,0.00,0.00,52.29
2017-05-30,0.00,431.54,"1,261.70",51.84
2017-05-31,"1,223.39",434.20,"1,267.90",50.31
2017-06-01,"1,224.19",434.39,"1,264.70",50.63
2017-06-02,"1,215.56",435.83,"1,278.50",49.95
2017-06-05,"1,219.12",435.38,"1,278.40",49.47
2017-06-06,"1,219.44",435.48,"1,293.80",50.12
2017-06-07,"1,221.33",435.34,"1,286.10",48.06
2017-06-08,"1,221.87",436.78,"1,277.30",47.86
2017-06-09,"1,224.95",440.53,"1,266.00",48.15
2017-06-12,"1,237.30",440.25,"1,264.50",48.29
2017-06-13,"1,217.01",442.37,"1,266.90",48.72
2017-06-14,"1,241.36",441.98,"1,258.60",47.00
2017-06-15,"1,234.74",443.07,"1,253.00",46.92
2017-06-16,"1,238.67",442.91,"1,253.00",47.37
2017-06-19,"1,248.14",441.38,"1,241.90",46.91
2017-06-20,"1,245.61",442.95,"1,241.50",46.02
2017-06-21,"1,242.88",442.35,"1,242.00",44.82
2017-06-22,"1,236.18",440.11,"1,249.90",45.22
2017-06-23,"1,250.33",439.59,"1,256.20",45.54
2017-06-26,"1,253.63",440.04,"1,244.30",45.83
2017-06-27,"1,268.68",441.20,"1,249.00",46.65
2017-06-28,"1,273.93",442.12,"1,248.50",47.31
2017-06-29,"1,295.11",444.05,"1,243.40",47.42
2017-06-30,"1,294.04",446.63,"1,239.90",47.92
2017-07-03,"1,312.75",448.16,"1,220.20",49.68
2017-07-04,"1,286.17",0.00,"1,223.00",49.61
2017-07-05,"1,293.94",447.70,"1,220.30",47.79
2017-07-06,"1,297.88",446.32,"1,222.40",48.11
2017-07-07,"1,303.19",445.54,"1,213.20",46.71
2017-07-10,"1,301.52",446.91,"1,210.90",46.88
2017-07-11,"1,321.15",445.64,"1,214.90",47.52
2017-07-12,"1,325.61",444.09,"1,217.90",47.74
2017-07-13,"1,332.01",442.09,"1,216.70",48.42
2017-07-14,"1,321.47",443.91,"1,227.50",48.91
2017-07-17,"1,341.15",443.95,"1,233.40",48.42
2017-07-18,"1,346.23",444.94,"1,241.20",48.84
2017-07-19,"1,364.02",444.75,"1,240.10",49.70
2017-07-20,"1,354.41",445.36,"1,236.80",49.30
2017-07-21,"1,360.10",442.35,"1,251.10",48.06
2017-07-24,"1,345.26",441.25,"1,254.90",48.60
2017-07-25,"1,363.02",440.73,"1,250.70",50.20
2017-07-26,"1,357.24",441.56,"1,247.20",50.97
2017-07-27,"1,365.56",442.32,"1,261.20",51.49
2017-07-28,"1,353.89",442.86,"1,269.00",52.52
2017-07-31,"1,385.33",441.74,"1,268.60",52.65
2017-08-01,"1,379.41",441.28,"1,268.70",51.78
2017-08-02,"1,381.12",442.27,"1,265.80",52.36
2017-08-03,"1,374.57",441.65,"1,267.80",52.01
2017-08-04,"1,388.48",441.58,"1,258.50",52.42
2017-08-07,"1,398.28",442.67,"1,256.60",52.37
2017-08-08,"1,404.43",443.92,"1,260.50",52.14
2017-08-09,"1,428.77",444.30,"1,277.40",52.70
2017-08-10,"1,427.58",441.34,"1,285.50",51.90
2017-08-11,"1,402.52",440.97,"1,290.20",52.10
2017-08-14,"1,396.64",440.23,"1,281.00",50.73
2017-08-15,"1,395.04",437.81,"1,270.80",50.80
2017-08-16,"1,390.19",438.42,"1,281.50",50.27
2017-08-17,"1,428.29",438.54,"1,287.20",51.03
2017-08-18,"1,440.99",437.81,"1,286.80",52.72
2017-08-21,"1,455.06",436.94,"1,290.20",51.66
2017-08-22,"1,467.67",436.17,"1,286.20",51.87
2017-08-23,"1,448.54",436.37,"1,289.00",52.57
2017-08-24,"1,458.11",436.33,"1,285.50",52.04
2017-08-25,"1,472.50",435.38,"1,290.50",52.41
2017-08-28,"1,469.44",435.64,"1,311.30",51.89
2017-08-29,"1,455.64",434.84,"1,314.00",52.00
2017-08-30,"1,451.47",435.47,"1,306.40",50.86
2017-08-31,"1,458.05",435.64,"1,322.10",52.38
2017-09-01,"1,472.79",435.55,"1,325.10",52.75
2017-09-04,"1,473.43",0.00,"1,332.80",52.34
2017-09-05,"1,482.63",436.21,"1,336.90",53.38
2017-09-06,"1,472.84",436.74,"1,333.40",54.20
2017-09-07,"1,463.26",435.66,"1,349.00",54.49
2017-09-08,"1,447.17",434.13,"1,348.70",53.78
2017-09-11,"1,447.08",433.65,"1,327.30",53.84
2017-09-12,"1,459.91",432.05,"1,326.40",54.27
2017-09-13,"1,442.80",429.90,0.00,55.16
2017-09-14,"1,424.90",428.96,"1,329.30",55.47
2017-09-15,"1,410.68",427.90,"1,321.20",55.62
2017-09-18,"1,403.05",427.42,"1,306.60",55.48
2017-09-19,"1,391.58",428.84,"1,309.60",55.14
2017-09-20,"1,398.29",429.25,"1,299.40",56.29
2017-09-21,"1,366.83",429.68,"1,290.30",56.43
2017-09-22,"1,357.15",428.88,"1,295.70",56.86
2017-09-25,"1,361.33",428.97,"1,309.20",59.02
2017-09-26,"1,363.33",427.59,"1,298.80",58.44
2017-09-27,"1,366.96",428.98,0.00,57.90
2017-09-28,"1,333.69",427.99,"1,286.60",57.49
2017-09-29,"1,347.75",427.32,"1,282.00",57.54
2017-10-02,0.00,426.48,"1,270.40",56.12
2017-10-03,0.00,427.87,"1,270.80",56.00
2017-10-04,0.00,429.02,"1,273.60",55.80
2017-10-05,0.00,430.41,"1,268.30",57.00
2017-10-06,0.00,429.84,"1,271.80",55.62
2017-10-09,"1,342.73",427.01,"1,283.70",55.79
2017-10-10,"1,330.48",427.94,"1,288.00",56.61
2017-10-11,"1,327.88",429.02,"1,292.00",56.94
2017-10-12,"1,346.35",429.24,"1,293.50",56.25
2017-10-13,"1,373.53",430.29,"1,301.70",57.17
2017-10-16,"1,384.11",430.91,"1,291.90",57.82
2017-10-17,"1,370.72",431.47,"1,284.00",57.88
2017-10-18,"1,366.82",428.18,"1,279.20",58.15
2017-10-19,"1,343.94",428.61,"1,286.80",57.23
2017-10-20,"1,375.84",427.78,"1,277.80",57.75
2017-10-23,"1,356.57",429.68,"1,279.60",57.37
2017-10-24,"1,360.12",429.32,"1,276.30",58.33
2017-10-25,"1,360.24",429.95,"1,275.20",58.44
2017-10-26,"1,357.34",429.86,"1,265.90",59.30
2017-10-27,"1,337.63",428.19,"1,267.70",60.44
2017-10-30,"1,333.74",428.23,"1,273.20",60.90
2017-10-31,"1,334.10",427.62,"1,268.20",61.37
2017-11-01,"1,339.93",428.81,"1,272.50",60.49
2017-11-02,"1,357.76",431.66,0.00,60.62
2017-11-03,"1,356.34",429.29,"1,267.80",62.07
2017-11-06,"1,380.85",430.02,"1,280.00",64.27
2017-11-07,"1,384.74",430.64,"1,274.00",63.69
2017-11-08,"1,380.60",431.71,"1,284.90",63.49
2017-11-09,"1,382.18",431.14,"1,286.90",63.93
2017-11-10,"1,382.52",431.36,"1,274.50",63.52
2017-11-13,"1,389.26",431.51,"1,277.00",63.16
2017-11-14,"1,393.34",430.37,"1,279.10",62.21
2017-11-15,"1,364.59",429.39,"1,276.50",61.87
2017-11-16,"1,367.49",428.53,"1,277.50",61.36
2017-11-17,"1,369.94",428.42,"1,288.30",62.72
2017-11-20,"1,386.25",427.88,"1,275.90",62.22
2017-11-21,"1,391.28",428.15,0.00,62.57
2017-11-22,"1,404.08",431.15,"1,282.90",63.32
2017-11-23,"1,406.81",0.00,0.00,63.55
2017-11-24,"1,417.89",432.69,0.00,63.86
2017-11-27,"1,403.99",430.95,"1,290.30",63.84
2017-11-28,"1,404.53",428.99,0.00,63.61
2017-11-29,"1,408.99",429.27,"1,282.90",63.11
2017-11-30,"1,410.97",429.43,"1,274.30",63.57
2017-12-01,"1,421.24",430.78,"1,279.70",63.73
2017-12-04,"1,441.41",430.40,"1,275.70",62.45
2017-12-05,"1,426.72",428.82,"1,265.00",62.86
2017-12-06,"1,413.02",427.97,"1,262.10",61.22
2017-12-07,"1,376.99",427.19,"1,245.50",62.20
2017-12-08,"1,390.70",431.46,"1,245.90",63.40
2017-12-11,"1,387.40",429.04,"1,241.00",64.69
2017-12-12,"1,394.56",428.77,"1,242.60",63.34
2017-12-13,"1,389.82",429.00,"1,254.50",62.44
2017-12-14,"1,377.46",429.73,"1,254.40",63.31
2017-12-15,"1,388.64",430.42,"1,255.80",63.23
2017-12-18,"1,415.36",430.16,"1,261.20",63.41
2017-12-19,"1,409.50",430.59,"1,261.90",63.41
2017-12-20,"1,409.32",430.91,"1,266.40",64.56
2017-12-21,"1,410.30",431.28,"1,265.90",64.90
2017-12-22,"1,417.31",431.71,"1,275.00",65.25
2017-12-25,"1,399.29",0.00,0.00,0.00
2017-12-26,"1,410.11",432.65,"1,284.00",67.02
2017-12-27,"1,400.47",431.77,"1,285.50",66.44
2017-12-28,"1,405.91",432.22,"1,293.60",66.72
2017-12-29,"1,407.05",432.34,"1,302.50",66.87
2018-01-02,"1,422.97",433.72,"1,316.60",66.57
2018-01-03,"1,417.58",435.27,"1,312.20",67.84
2018-01-04,"1,425.70",436.56,"1,321.90",68.07
2018-01-05,"1,421.28",436.50,"1,316.50",67.62
2018-01-08,"1,427.70",436.79,"1,318.10",67.78
2018-01-09,"1,430.53",439.83,"1,309.60",68.82
2018-01-10,"1,426.44",441.15,"1,315.30",69.20
2018-01-11,"1,429.46",441.41,"1,319.00",69.26
2018-01-12,"1,420.62",439.79,"1,338.20",69.87
2018-01-15,"1,420.11",0.00,0.00,70.26
2018-01-16,"1,404.80",438.88,"1,332.50",69.15
2018-01-17,"1,402.03",437.96,"1,326.90",69.38
2018-01-18,"1,405.33",436.95,"1,327.30",69.31
2018-01-19,"1,410.07",437.02,"1,333.00",68.61
2018-01-22,"1,412.81",438.39,"1,328.40",69.03
2018-01-23,"1,408.26",437.32,"1,335.90",69.96
