,富时中国A50期货
,CN.SG
日期,收盘价
Date,close
2017-09-07,12035.0000
2017-09-08,12030.0000
2017-09-11,12000.0000
2017-09-12,12075.0000
2017-09-13,12037.5000
2017-09-14,11930.0000
2017-09-15,11935.0000
2017-09-18,11997.5000
2017-09-19,11902.5000
2017-09-20,11960.0000
2017-09-21,12010.0000
2017-09-22,11980.0000
2017-09-25,11922.5000
2017-09-26,12030.0000
2017-09-27,11982.5000
2017-09-28,11952.5000
2017-09-29,12005.0000
2017-10-09,12202.5000
2017-10-10,12175.0000
2017-10-11,12227.5000
2017-10-12,12295.0000
2017-10-13,12302.5000
2017-10-16,12352.5000
2017-10-17,12352.5000
2017-10-18,12477.5000
2017-10-19,12392.5000
2017-10-20,12410.0000
2017-10-23,12390.0000
2017-10-24,12457.5000
2017-10-25,12547.5000
2017-10-26,12650.0000
2017-10-27,12860.0000
2017-10-30,12820.0000
2017-10-31,12825.0000
2017-11-01,12825.0000
2017-11-02,12825.0000
2017-11-03,12797.5000
2017-11-06,12842.5000
2017-11-07,13010.0000
2017-11-08,12955.0000
2017-11-09,13025.0000
2017-11-10,13182.5000
2017-11-13,13195.0000
2017-11-14,13120.0000
2017-11-15,13030.0000
2017-11-16,13220.0000
2017-11-17,13427.5000
2017-11-20,13487.5000
2017-11-21,13822.5000
2017-11-22,13852.5000
2017-11-23,13425.0000
2017-11-24,13455.0000
2017-11-27,13315.0000
2017-11-28,13250.0000
2017-11-29,13270.0000
2017-11-30,13097.5000
2017-12-01,12962.5000
2017-12-04,13115.0000
2017-12-05,13282.5000
2017-12-06,13095.0000
2017-12-07,12932.5000
2017-12-08,13075.0000
2017-12-11,13300.0000
2017-12-12,13060.0000
2017-12-13,13210.0000
2017-12-14,13135.0000
2017-12-15,12880.0000
2017-12-18,12975.0000
2017-12-19,13220.0000
2017-12-20,13250.0000
2017-12-21,13385.0000
2017-12-22,13307.5000
2017-12-25,13305.0000
2017-12-26,13422.5000
2017-12-27,13107.5000
2017-12-28,13252.5000
2017-12-29,13242.5000
2018-01-02,13477.5000
2018-01-03,13505.0000
2018-01-04,13542.5000
2018-01-05,13605.0000
2018-01-08,13625.0000
2018-01-09,13812.5000
2018-01-10,13960.0000
2018-01-11,13935.0000
2018-01-12,14095.0000
2018-01-15,14222.5000
2018-01-16,14380.0000
2018-01-17,14347.5000
2018-01-18,14475.0000
2018-01-19,14535.0000
2018-01-22,14625.0000
2018-01-23,14910.0000
2018-01-24,14875.0000
2018-01-25,14650.0000
2018-01-26,14880.0000
2018-01-29,14442.5000
2018-01-30,14280.0000
2018-01-31,14540.0000
2018-02-01,14517.5000
2018-02-02,14550.0000
2018-02-05,14632.5000
2018-02-06,14277.5000
2018-02-07,13677.5000
2018-02-08,13515.0000
2018-02-09,12770.0000
2018-02-12,12952.5000
2018-02-13,13112.5000
2018-02-14,13322.5000
2018-02-22,13622.5000
2018-02-23,13760.0000
2018-02-26,13912.5000
2018-02-27,13550.0000
2018-02-28,13387.5000
2018-03-01,13440.0000
2018-03-02,13305.0000
2018-03-05,13212.5000
2018-03-06,13455.0000
2018-03-07,13372.5000
2018-03-08,13547.5000
2018-03-09,13590.0000
2018-03-12,13640.0000
2018-03-13,13495.0000
2018-03-14,13397.5000
2018-03-15,13540.0000
2018-03-16,13395.0000
2018-03-19,13440.0000
2018-03-20,13435.0000
2018-03-21,13327.5000
2018-03-22,13160.0000
2018-03-23,12802.5000
2018-03-26,12685.0000
2018-03-27,12720.0000
2018-03-28,12345.0000
2018-03-29,12777.5000
2018-03-30,12665.0000
2018-04-02,12527.5000
2018-04-03,12500.0000
2018-04-04,12340.0000
2018-04-09,12515.0000
2018-04-10,12885.0000
2018-04-11,12907.5000
2018-04-12,12767.5000
2018-04-13,12590.0000
2018-04-16,12210.0000
2018-04-17,12060.0000
2018-04-18,12197.5000
2018-04-19,12420.0000
2018-04-20,12227.5000
2018-04-23,12320.0000
2018-04-24,12692.5000
2018-04-25,12485.0000
2018-04-26,12270.0000
2018-04-27,12195.0000
2018-05-02,12245.0000
2018-05-03,12280.0000
2018-05-04,12150.0000
2018-05-07,12340.0000
2018-05-08,12585.0000
2018-05-09,12567.5000
2018-05-10,12620.0000
2018-05-11,12595.0000
2018-05-14,12790.0000
2018-05-15,12687.5000
2018-05-16,12575.0000
2018-05-17,12460.0000
2018-05-18,12635.0000
2018-05-21,12670.0000
2018-05-22,12550.0000
2018-05-23,12285.0000
2018-05-24,12297.5000
2018-05-25,12260.0000
2018-05-28,12300.0000
2018-05-29,12187.5000
2018-05-30,11982.5000
2018-05-31,12307.5000
2018-06-01,12272.5000
2018-06-04,12500.0000
2018-06-05,12560.0000
2018-06-06,12517.5000
2018-06-07,12560.0000
2018-06-08,12272.5000
2018-06-11,12415.0000
2018-06-12,12565.0000
2018-06-13,12475.0000
2018-06-14,12440.0000
2018-06-15,12437.5000
2018-06-19,12000.0000
2018-06-20,12132.5000
2018-06-21,12072.5000
2018-06-22,12040.0000
2018-06-25,11850.0000
2018-06-26,11600.0000
2018-06-27,11212.5000
2018-06-28,11262.5000
2018-06-29,11530.0000
2018-07-02,10887.5000
2018-07-03,10972.5000
2018-07-04,10910.0000
2018-07-05,10937.5000
2018-07-06,11030.0000
2018-07-09,11382.5000
2018-07-10,11367.5000
2018-07-11,11197.5000
2018-07-12,11427.5000
2018-07-13,11470.0000
2018-07-16,11377.5000
2018-07-17,11257.5000
2018-07-18,11220.0000
2018-07-19,11257.5000
2018-07-20,11582.5000
2018-07-23,11667.5000
2018-07-24,11927.5000
2018-07-25,11845.0000
2018-07-26,11730.0000
2018-07-27,11712.5000
2018-07-30,11747.5000
2018-07-31,11757.5000
2018-08-01,11475.0000
2018-08-02,11115.0000
2018-08-03,11020.0000
2018-08-06,11035.0000
2018-08-07,11390.0000
2018-08-08,11170.0000
2018-08-09,11470.0000
2018-08-10,11485.0000
2018-08-13,11322.5000
2018-08-14,11290.0000
2018-08-15,10955.0000
2018-08-16,11007.5000
2018-08-17,10867.5000
2018-08-20,11082.5000
2018-08-21,11265.0000
2018-08-22,11220.0000
2018-08-23,11232.5000
2018-08-24,11270.0000
2018-08-27,11532.5000
2018-08-28,11525.0000
2018-08-29,11437.5000
2018-08-30,11325.0000
2018-08-31,11270.0000
2018-09-03,11270.0000
2018-09-04,11410.0000
2018-09-05,11140.0000
2018-09-06,11060.0000
2018-09-07,11065.0000
2018-09-10,11020.0000
2018-09-11,10817.5000
2018-09-12,10870.0000
2018-09-13,11022.5000
2018-09-14,11087.5000
2018-09-17,10985.0000
2018-09-18,11165.0000
2018-09-19,11395.0000
2018-09-20,11375.0000
2018-09-21,11820.0000
2018-09-25,11710.0000
2018-09-26,11820.0000
2018-09-27,11747.5000
2018-09-28,11912.5000
2018-10-08,11207.5000
2018-10-09,11280.0000
2018-10-10,11300.0000
2018-10-11,10850.0000
2018-10-12,11105.0000
2018-10-15,10992.5000
2018-10-16,11035.0000
2018-10-17,11090.0000
2018-10-18,10855.0000
2018-10-19,11110.0000
2018-10-22,11615.0000
2018-10-23,11200.0000
2018-10-24,11292.5000
2018-10-25,11320.0000
2018-10-26,11255.0000
2018-10-29,10762.5000
2018-10-30,10907.5000
2018-10-31,11172.5000
2018-11-01,11190.0000
2018-11-02,11665.0000
2018-11-05,11385.0000
2018-11-06,11327.5000
2018-11-07,11350.0000
2018-11-08,11375.0000
2018-11-09,10965.0000
2018-11-12,11050.0000
2018-11-13,11237.5000
2018-11-14,10995.0000
2018-11-15,11170.0000
2018-11-16,11197.5000
2018-11-19,11350.0000
2018-11-20,11097.5000
2018-11-21,11102.5000
2018-11-22,11010.0000
2018-11-23,10900.0000
2018-11-26,10950.0000
2018-11-27,10842.5000
2018-11-28,10962.5000
2018-11-29,10937.5000
2018-11-30,11000.0000
2018-12-03,11390.0000
2018-12-04,11337.5000
2018-12-05,11202.5000
2018-12-06,11015.0000
2018-12-07,10975.0000
2018-12-10,10872.5000
2018-12-11,10902.5000
2018-12-12,10990.0000
2018-12-13,11177.5000
2018-12-14,11017.5000
2018-12-17,10915.0000
2018-12-18,10840.0000
2018-12-19,10742.5000
2018-12-20,10550.0000
2018-12-21,10427.5000
2018-12-24,10412.5000
2018-12-25,10352.5000
2018-12-26,10310.0000
2018-12-27,10310.0000
2018-12-28,10340.0000
2019-01-02,10225.0000
2019-01-03,10312.5000
2019-01-04,10482.5000
2019-01-07,10500.0000
2019-01-08,10477.5000
2019-01-09,10645.0000
2019-01-10,10617.5000
2019-01-11,10730.0000
2019-01-14,10610.0000
2019-01-15,10830.0000
2019-01-16,10905.0000
2019-01-17,10827.5000
2019-01-18,11045.0000
2019-01-21,11115.0000
2019-01-22,10977.5000
2019-01-23,10935.0000
2019-01-24,11052.5000
2019-01-25,11225.0000
2019-01-28,11205.0000
2019-01-29,11282.5000
2019-01-30,11260.0000
2019-01-31,11487.5000
2019-02-01,11542.5000
2019-02-11,11720.0000
2019-02-12,11650.0000
2019-02-13,11845.0000
2019-02-14,11862.5000
2019-02-15,11590.0000
2019-02-18,11892.5000
2019-02-19,11825.0000
2019-02-20,11925.0000
2019-02-21,11880.0000
2019-02-22,12022.5000
2019-02-25,12795.0000
2019-02-26,12485.0000
2019-02-27,12552.5000
2019-02-28,12535.0000
2019-03-01,12872.5000
2019-03-04,13070.0000
2019-03-05,13020.0000
2019-03-06,13012.5000
2019-03-07,12730.0000
2019-03-08,12270.0000
2019-03-11,12410.0000
2019-03-12,12480.0000
2019-03-13,12492.5000
2019-03-14,12550.0000
2019-03-15,12660.0000
2019-03-18,13042.5000
2019-03-19,12940.0000
2019-03-20,12890.0000
2019-03-21,12837.5000
2019-03-22,12845.0000
2019-03-25,12462.5000
2019-03-26,12460.0000
2019-03-27,12600.0000
2019-03-28,12607.5000
2019-03-29,13125.0000
2019-04-01,13430.0000
2019-04-02,13377.5000
2019-04-03,13485.0000
2019-04-04,13625.0000
2019-04-08,13725.0000
2019-04-09,13815.0000
2019-04-10,13872.5000
2019-04-11,13550.0000
2019-04-12,13630.0000
2019-04-15,13602.5000
2019-04-16,14030.0000
2019-04-17,14037.5000
2019-04-18,13947.5000
2019-04-19,14220.0000
2019-04-22,13757.5000
2019-04-23,13800.0000
2019-04-24,13762.5000
2019-04-25,13467.5000
2019-04-26,13412.5000
2019-04-29,13665.0000
2019-04-30,13642.5000
2019-05-06,12922.5000
2019-05-07,12987.5000
2019-05-08,12775.0000
2019-05-09,12400.0000
2019-05-10,12835.0000
2019-05-13,12610.0000
2019-05-14,12662.5000
2019-05-15,12910.0000
2019-05-16,12950.0000
2019-05-17,12757.5000
2019-05-20,12670.0000
2019-05-21,12707.5000
2019-05-22,12690.0000
2019-05-23,12505.0000
2019-05-24,12592.5000
2019-05-27,12650.0000
2019-05-28,12690.0000
2019-05-29,12700.0000
2019-05-30,12665.0000
2019-05-31,12557.5000
2019-06-03,12670.0000
2019-06-04,12617.5000
2019-06-05,12640.0000
2019-06-06,12580.0000
2019-06-10,12755.0000
2019-06-11,13085.0000
2019-06-12,13012.5000
2019-06-13,13025.0000
2019-06-14,12897.5000
2019-06-17,12945.0000
2019-06-18,12967.5000
2019-06-19,13265.0000
2019-06-20,13735.0000
2019-06-21,13572.5000
2019-06-24,13667.5000
2019-06-25,13385.0000
2019-06-26,13302.5000
2019-06-27,13515.0000
2019-06-28,13505.0000
2019-07-01,13992.5000
2019-07-02,13865.0000
2019-07-03,13782.5000
2019-07-04,13712.5000
2019-07-05,13742.5000
2019-07-08,13527.5000
2019-07-09,13430.0000
2019-07-10,13435.0000
2019-07-11,13455.0000
2019-07-12,13552.5000
2019-07-15,13545.0000
2019-07-16,13452.5000
2019-07-17,13447.5000
2019-07-18,13365.0000
2019-07-19,13532.5000
2019-07-22,13482.5000
2019-07-23,13475.0000
2019-07-24,13582.5000
2019-07-25,13702.5000
2019-07-26,13705.0000
2019-07-29,13712.5000
2019-07-30,13750.0000
2019-07-31,13625.0000
2019-08-01,13442.5000
2019-08-02,13195.0000
2019-08-05,12970.0000
2019-08-06,12912.5000
2019-08-07,12820.0000
2019-08-08,12995.0000
2019-08-09,12937.5000
2019-08-12,13052.5000
2019-08-13,13040.0000
2019-08-14,13120.0000
2019-08-15,13115.0000
2019-08-16,13217.5000
2019-08-19,13410.0000
2019-08-20,13452.5000
2019-08-21,13462.5000
2019-08-22,13475.0000
2019-08-23,13625.0000
2019-08-26,13420.0000
2019-08-27,13552.5000
2019-08-28,13427.5000
2019-08-29,13435.0000
2019-08-30,13547.5000
2019-09-02,13630.0000
2019-09-03,13587.5000
2019-09-04,13720.0000
2019-09-05,13922.5000
2019-09-06,13977.5000
2019-09-09,13975.0000
2019-09-10,13862.5000
2019-09-11,13805.0000
2019-09-12,13975.0000
2019-09-16,13907.5000
2019-09-17,13690.0000
2019-09-18,13792.5000
2019-09-19,13797.5000
2019-09-20,13802.5000
2019-09-23,13610.0000
2019-09-24,13705.0000
2019-09-25,13710.0000
2019-09-26,13747.5000
2019-09-27,13705.0000
2019-09-30,13590.0000
2019-10-08,13640.0000
2019-10-09,13705.0000
2019-10-10,13762.5000
2019-10-11,13962.5000
2019-10-14,14130.0000
2019-10-15,14135.0000
2019-10-16,14055.0000
2019-10-17,14100.0000
2019-10-18,13832.5000
2019-10-21,13962.5000
2019-10-22,13932.5000
2019-10-23,13892.5000
2019-10-24,13912.5000
2019-10-25,13890.0000
2019-10-28,13980.0000
2019-10-29,13960.0000
2019-10-30,13827.5000
2019-10-31,13935.0000
2019-11-01,14170.0000
2019-11-04,14335.0000
2019-11-05,14367.5000
2019-11-06,14307.5000
2019-11-07,14352.5000
2019-11-08,14255.0000
2019-11-11,14030.0000
2019-11-12,13980.0000
2019-11-13,13945.0000
2019-11-14,13947.5000
2019-11-15,13902.5000
2019-11-18,14015.0000
2019-11-19,14090.0000
2019-11-20,13950.0000
2019-11-21,13835.0000
2019-11-22,13677.5000
2019-11-25,13835.0000
2019-11-26,13840.0000
2019-11-27,13860.0000
2019-11-28,13722.5000
2019-11-29,13580.0000
2019-12-02,13615.0000
2019-12-03,13675.0000
2019-12-04,13672.5000
2019-12-05,13735.0000
2019-12-06,13830.0000
2019-12-09,13800.0000
2019-12-10,13787.5000
2019-12-11,13835.0000
2019-12-12,13805.0000
2019-12-13,14092.5000
2019-12-16,14092.5000
2019-12-17,14260.0000
2019-12-18,14265.0000
2019-12-19,14215.0000
2019-12-20,14237.5000
2019-12-23,14067.5000
2019-12-24,14122.5000
2019-12-25,14065.0000
2019-12-26,14180.0000
2019-12-27,14240.0000
2019-12-30,14400.0000
2019-12-31,14410.0000
2020-01-02,14585.0000
2020-01-03,14472.5000
2020-01-06,14357.5000
2020-01-07,14457.5000
2020-01-08,14320.0000
2020-01-09,14515.0000
2020-01-10,14475.0000
2020-01-13,14625.0000
2020-01-14,14540.0000
2020-01-15,14450.0000
2020-01-16,14410.0000
2020-01-17,14450.0000
2020-01-20,14410.0000
2020-01-21,14097.5000
2020-01-22,14185.0000
2020-01-23,13805.0000
2020-02-03,12577.5000
2020-02-04,13170.0000
2020-02-05,13270.0000
2020-02-06,13422.5000
2020-02-07,13380.0000
2020-02-10,13305.0000
2020-02-11,13572.5000
2020-02-12,13602.5000
2020-02-13,13505.0000
2020-02-14,13602.5000
2020-02-17,13825.0000
2020-02-18,13662.5000
2020-02-19,13727.5000
2020-02-20,13925.0000
2020-02-21,13885.0000
2020-02-24,13622.5000
2020-02-25,13640.0000
2020-02-26,13562.5000
2020-02-27,13717.5000
2020-02-28,13260.0000
2020-03-02,13587.5000
2020-03-03,13742.5000
2020-03-04,13785.0000
2020-03-05,14167.5000
2020-03-06,13912.5000
2020-03-09,13120.0000
2020-03-10,13757.5000
2020-03-11,13615.0000
2020-03-12,13312.5000
2020-03-13,13127.5000
2020-03-16,12350.0000
2020-03-17,12350.0000
2020-03-18,11965.0000
2020-03-19,11975.0000
2020-03-20,12422.5000
2020-03-23,11815.0000
2020-03-24,12217.5000
2020-03-25,12632.5000
2020-03-26,13000.0000
2020-03-27,12652.5000
2020-03-30,12430.0000
2020-03-31,12600.0000
2020-04-01,12492.5000
2020-04-02,12675.0000
2020-04-03,12655.0000
